generation fossil gas,generation fossil oil,generation hydro pumped storage consumption,generation hydro water reservoir,generation solar,forecast solar day ahead,total load actual,price day ahead,total load forecast
4350.0,333.0,0.0,1019.0,2501.0,2483.0,29040.0,47.51,29135.0
4896.0,339.0,0.0,2548.0,1148.0,1474.0,29145.0,52.0,29325.0
4865.0,342.0,0.0,4202.0,386.0,557.0,31042.0,53.71,31285.0
4944.0,344.0,0.0,4275.0,233.0,206.0,31982.0,53.1,32659.0
4714.0,344.0,0.0,2804.0,155.0,80.0,31574.0,50.1,32312.0
4464.0,342.0,0.0,1754.0,85.0,61.0,30591.0,47.01,30853.0
4247.0,342.0,76.0,1260.0,70.0,51.0,28058.0,43.75,28161.0
3991.0,334.0,813.0,746.0,66.0,26.0,25818.0,37.5,25840.0
3985.0,272.0,1479.0,671.0,61.0,33.0,24537.0,36.1,24597.0
3836.0,259.0,1666.0,571.0,59.0,29.0,23005.0,31.93,23172.0
3721.0,253.0,2150.0,528.0,60.0,34.0,21987.0,28.77,22002.0
3751.0,252.0,2596.0,570.0,51.0,45.0,21417.0,28.28,21384.0
3755.0,239.0,2463.0,604.0,44.0,37.0,21240.0,28.16,21128.0
3715.0,233.0,2212.0,525.0,45.0,34.0,21086.0,29.19,21048.0
3924.0,232.0,1603.0,636.0,43.0,31.0,21591.0,30.69,21661.0
3812.0,233.0,1148.0,678.0,54.0,57.0,22361.0,35.62,22493.0
3926.0,240.0,854.0,761.0,453.0,355.0,23642.0,38.33,23564.0
3855.0,241.0,394.0,1024.0,1146.0,952.0,25960.0,46.67,25729.0
3716.0,242.0,115.0,1267.0,1833.0,1728.0,27357.0,51.01,27103.0
3727.0,243.0,168.0,1530.0,2224.0,2287.0,27374.0,53.01,27452.0
4021.0,244.0,369.0,1858.0,2338.0,2751.0,27244.0,53.71,27386.0
4057.0,242.0,54.0,1774.0,2306.0,2670.0,27325.0,54.1,27408.0
4098.0,237.0,22.0,1566.0,2011.0,2248.0,26662.0,53.21,26865.0
4071.0,222.0,17.0,1331.0,1633.0,1783.0,25393.0,51.0,25614.0
4155.0,223.0,0.0,1201.0,1058.0,1175.0,24714.0,49.58,24730.0
4526.0,223.0,0.0,1674.0,339.0,607.0,24794.0,53.21,24671.0
4950.0,223.0,0.0,3504.0,95.0,202.0,26779.0,54.51,26643.0
4976.0,225.0,0.0,4883.0,45.0,21.0,27913.0,56.92,28088.0
5079.0,224.0,0.0,4946.0,42.0,0.0,28086.0,58.81,28302.0
5115.0,225.0,0.0,4392.0,27.0,8.0,27506.0,57.97,27769.0
4825.0,226.0,0.0,3158.0,27.0,80.0,25693.0,56.1,26014.0
4578.0,214.0,278.0,2266.0,26.0,55.0,23899.0,56.02,24185.0
5689.0,277.0,614.0,972.0,56.0,14.0,27171.0,44.39,27151.0
4808.0,273.0,1691.0,880.0,56.0,10.0,24732.0,39.88,24678.0
4265.0,274.0,2411.0,565.0,56.0,10.0,22909.0,39.41,22881.0
4290.0,279.0,3029.0,590.0,56.0,11.0,21937.0,39.41,21813.0
4240.0,279.0,3263.0,440.0,56.0,9.0,21517.0,38.4,21311.0
4177.0,268.0,3576.0,499.0,56.0,9.0,21640.0,37.0,21322.0
4312.0,280.0,3603.0,505.0,56.0,10.0,22075.0,37.0,21833.0
4416.0,277.0,3562.0,485.0,61.0,16.0,22839.0,37.59,22989.0
4332.0,276.0,3380.0,470.0,75.0,65.0,23400.0,38.5,23720.0
4528.0,277.0,2840.0,862.0,548.0,654.0,25037.0,41.5,25311.0
4381.0,277.0,1668.0,1020.0,1442.0,1656.0,27071.0,43.0,27534.0
4013.0,276.0,1094.0,1050.0,2286.0,2707.0,28054.0,43.39,28489.0
3823.0,276.0,1083.0,841.0,2931.0,3286.0,27967.0,40.8,28390.0
3935.0,276.0,1071.0,769.0,3115.0,3389.0,28163.0,42.88,28675.0
4100.0,275.0,1071.0,962.0,3164.0,3242.0,28026.0,42.0,28390.0
3882.0,273.0,1253.0,789.0,3101.0,2983.0,26763.0,39.2,27184.0
3991.0,267.0,1241.0,764.0,2599.0,2344.0,26197.0,39.54,26659.0
4555.0,269.0,633.0,1197.0,1367.0,1324.0,26455.0,43.39,26900.0
5451.0,274.0,9.0,2879.0,388.0,421.0,29411.0,62.32,29557.0
5973.0,276.0,0.0,4969.0,87.0,77.0,31536.0,66.2,31150.0
6092.0,276.0,0.0,5911.0,79.0,33.0,32609.0,68.03,32441.0
6063.0,276.0,0.0,6021.0,51.0,18.0,32773.0,67.92,32767.0
6028.0,275.0,0.0,5442.0,51.0,16.0,31535.0,64.82,31511.0
5490.0,251.0,1.0,3937.0,50.0,16.0,29241.0,59.82,29184.0
5305.0,337.0,376.0,3253.0,71.0,11.0,29639.0,50.01,29786.0
4955.0,324.0,1044.0,2661.0,71.0,10.0,27088.0,47.41,27397.0
4929.0,322.0,1489.0,2902.0,71.0,9.0,25819.0,45.42,25970.0
4634.0,322.0,1836.0,2712.0,71.0,11.0,25301.0,43.76,25478.0
4751.0,322.0,2012.0,2816.0,73.0,13.0,25226.0,42.39,25275.0
5086.0,328.0,1875.0,2963.0,79.0,14.0,25859.0,44.3,25892.0
6180.0,333.0,950.0,3352.0,71.0,11.0,28551.0,49.78,28712.0
6935.0,349.0,137.0,4287.0,76.0,36.0,33620.0,68.03,33738.0
7708.0,364.0,0.0,5632.0,115.0,219.0,36542.0,68.03,36790.0
7777.0,375.0,0.0,6433.0,525.0,864.0,37726.0,72.02,38188.0
7599.0,379.0,0.0,6753.0,1154.0,1600.0,38398.0,73.21,38514.0
7187.0,385.0,0.0,6663.0,1752.0,2170.0,38180.0,72.19,38143.0
6951.0,386.0,0.0,6455.0,2159.0,2449.0,37643.0,72.02,37590.0
7391.0,388.0,0.0,5856.0,2292.0,2408.0,37287.0,70.19,37268.0
7226.0,397.0,0.0,5107.0,2186.0,2232.0,35802.0,68.03,35900.0
7257.0,397.0,0.0,4797.0,1964.0,1855.0,35277.0,68.05,35443.0
7733.0,395.0,0.0,4828.0,1450.0,1314.0,35069.0,69.65,35175.0
8896.0,396.0,0.0,4850.0,734.0,692.0,35355.0,69.49,35383.0
10118.0,397.0,0.0,5813.0,259.0,182.0,36371.0,71.15,36166.0
10131.0,400.0,0.0,6258.0,185.0,66.0,38780.0,74.71,39007.0
10249.0,401.0,1.0,6618.0,183.0,16.0,39029.0,77.15,39446.0
10119.0,401.0,0.0,6413.0,179.0,12.0,38163.0,72.21,38372.0
8358.0,397.0,0.0,6004.0,179.0,11.0,35588.0,71.0,35685.0
6535.0,398.0,93.0,5060.0,118.0,11.0,32007.0,68.6,32225.0
4700.0,291.0,791.0,3994.0,634.0,422.0,25921.0,47.96,25887.0
4309.0,276.0,1182.0,3401.0,602.0,419.0,24163.0,43.92,24100.0
4221.0,273.0,1523.0,3180.0,409.0,281.0,23090.0,41.07,23128.0
4038.0,274.0,1680.0,3147.0,224.0,143.0,22722.0,40.0,22795.0
4040.0,271.0,1676.0,3236.0,109.0,53.0,22747.0,39.95,22831.0
4133.0,274.0,1582.0,3444.0,86.0,32.0,23321.0,40.69,23379.0
4471.0,276.0,924.0,4318.0,85.0,28.0,25748.0,45.96,25739.0
5130.0,301.0,27.0,5098.0,111.0,132.0,29151.0,52.68,29181.0
5057.0,319.0,0.0,6071.0,947.0,878.0,31765.0,56.61,31467.0
5109.0,324.0,0.0,6482.0,2689.0,2392.0,32697.0,58.1,32826.0
4606.0,323.0,0.0,6310.0,4536.0,4163.0,32995.0,53.16,32941.0
4494.0,317.0,0.0,6144.0,5196.0,5058.0,32837.0,51.32,32617.0
4438.0,321.0,0.0,5709.0,5433.0,5423.0,32807.0,49.03,32568.0
4371.0,322.0,51.0,5264.0,5482.0,5358.0,32408.0,48.35,32376.0
4035.0,322.0,108.0,4944.0,5408.0,5200.0,31304.0,45.9,31082.0
3967.0,320.0,108.0,4699.0,5158.0,4953.0,30557.0,44.0,30366.0
4020.0,323.0,108.0,4472.0,4709.0,4463.0,30021.0,43.0,29929.0
4400.0,326.0,108.0,4692.0,3913.0,3527.0,29786.0,43.92,29804.0
5165.0,330.0,14.0,6319.0,2242.0,2049.0,29756.0,50.19,29655.0
6361.0,331.0,0.0,7518.0,904.0,965.0,32252.0,56.64,32237.0
6385.0,330.0,3.0,7611.0,642.0,568.0,34053.0,58.0,34145.0
6189.0,339.0,56.0,7537.0,625.0,468.0,33227.0,53.69,33203.0
5186.0,340.0,6.0,6402.0,629.0,535.0,30621.0,52.12,30668.0
4381.0,322.0,256.0,5171.0,630.0,530.0,27807.0,47.74,27836.0
5141.0,333.0,0.0,3807.0,97.0,44.0,25812.0,51.87,25483.0
4978.0,328.0,1.0,3267.0,47.0,34.0,24002.0,46.85,23621.0
4707.0,330.0,365.0,2673.0,39.0,23.0,22753.0,42.15,22366.0
4909.0,326.0,578.0,1803.0,37.0,8.0,22047.0,44.3,21709.0
4537.0,331.0,618.0,1486.0,33.0,11.0,21619.0,43.38,21256.0
4384.0,326.0,665.0,1399.0,32.0,2.0,21428.0,43.0,21067.0
4474.0,324.0,663.0,1546.0,33.0,2.0,21963.0,44.28,21525.0
4875.0,319.0,661.0,2036.0,37.0,46.0,22666.0,45.03,22267.0
4753.0,329.0,244.0,2074.0,219.0,365.0,23913.0,50.48,23574.0
4739.0,330.0,0.0,3698.0,797.0,1083.0,26563.0,54.24,26001.0
4717.0,331.0,0.0,4845.0,1541.0,1769.0,28521.0,59.23,27808.0
4772.0,331.0,0.0,5178.0,2285.0,2526.0,28813.0,57.6,28186.0
4874.0,330.0,0.0,4856.0,2662.0,2938.0,28671.0,55.1,27911.0
4901.0,337.0,0.0,4617.0,2847.0,3086.0,28746.0,53.69,27800.0
4813.0,329.0,0.0,3668.0,2899.0,2865.0,28045.0,52.6,26973.0
4573.0,323.0,0.0,2543.0,2804.0,2554.0,26525.0,51.01,25667.0
4242.0,323.0,0.0,2325.0,2548.0,2340.0,25669.0,46.18,24886.0
4052.0,323.0,0.0,1994.0,2110.0,2063.0,25303.0,44.29,24443.0
4097.0,323.0,0.0,1980.0,1609.0,1534.0,25181.0,44.67,24340.0
4162.0,325.0,0.0,2232.0,1106.0,900.0,25403.0,44.3,24484.0
4573.0,325.0,1.0,3612.0,563.0,336.0,26594.0,51.83,26076.0
5074.0,320.0,0.0,4620.0,318.0,251.0,28992.0,57.6,28836.0
5188.0,302.0,0.0,4011.0,289.0,202.0,27835.0,57.17,27400.0
5163.0,294.0,1.0,3135.0,240.0,207.0,25875.0,55.04,25591.0
4805.0,277.0,318.0,2215.0,627.0,454.0,23611.0,53.85,23498.0
4673.0,267.0,658.0,2262.0,593.0,469.0,22203.0,49.06,22024.0
4731.0,262.0,997.0,2660.0,585.0,304.0,21424.0,45.1,21139.0
4656.0,263.0,1056.0,2589.0,568.0,329.0,21105.0,45.1,20826.0
4429.0,261.0,1056.0,2713.0,473.0,377.0,21006.0,43.98,20881.0
4574.0,259.0,1055.0,2629.0,361.0,304.0,21565.0,47.6,21401.0
4978.0,278.0,459.0,2833.0,185.0,183.0,23850.0,51.65,23753.0
5003.0,314.0,0.0,3205.0,183.0,327.0,26316.0,56.0,26383.0
5097.0,368.0,0.0,3776.0,851.0,1051.0,28525.0,59.23,29123.0
4689.0,390.0,0.0,4728.0,2603.0,2413.0,29952.0,58.86,30610.0
4598.0,392.0,0.0,4907.0,4253.0,3842.0,31024.0,57.6,31612.0
4540.0,393.0,0.0,5216.0,4869.0,4693.0,31607.0,56.83,32061.0
4493.0,389.0,0.0,4973.0,5170.0,5059.0,32139.0,56.5,32633.0
4495.0,383.0,0.0,4495.0,5319.0,5223.0,32205.0,56.7,32767.0
4625.0,379.0,0.0,3607.0,5295.0,5212.0,31225.0,54.0,31917.0
4534.0,379.0,0.0,3113.0,5205.0,5121.0,30606.0,50.0,31398.0
4529.0,380.0,0.0,3827.0,4967.0,4903.0,30685.0,48.36,31451.0
4648.0,373.0,0.0,3969.0,4539.0,4540.0,30874.0,49.06,31401.0
4489.0,381.0,0.0,3913.0,3970.0,3830.0,30328.0,48.82,31051.0
4373.0,383.0,0.0,4958.0,3046.0,2708.0,30112.0,48.1,30696.0
4955.0,390.0,0.0,5086.0,1607.0,1428.0,30096.0,52.97,30583.0
5192.0,391.0,0.0,5495.0,758.0,764.0,31289.0,59.19,31767.0
5099.0,394.0,0.0,4792.0,604.0,580.0,29937.0,57.6,30357.0
4780.0,391.0,117.0,3286.0,598.0,571.0,27239.0,51.1,27496.0
5006.0,326.0,114.0,2808.0,241.0,130.0,26883.0,62.22,26638.0
4871.0,322.0,196.0,2057.0,219.0,163.0,25281.0,56.07,25149.0
4578.0,322.0,196.0,1195.0,200.0,108.0,24419.0,54.2,24021.0
4499.0,314.0,244.0,1145.0,170.0,97.0,23920.0,52.45,23609.0
4621.0,315.0,304.0,1426.0,122.0,80.0,23811.0,52.44,23538.0
4734.0,312.0,250.0,1388.0,106.0,30.0,24065.0,53.92,23789.0
4694.0,316.0,101.0,1847.0,106.0,53.0,25266.0,55.53,25187.0
5790.0,326.0,0.0,2659.0,168.0,256.0,27820.0,59.75,27841.0
6588.0,337.0,0.0,3783.0,351.0,773.0,30206.0,62.59,30251.0
6594.0,325.0,0.0,4813.0,653.0,1524.0,31608.0,64.19,31451.0
6694.0,329.0,0.0,5340.0,950.0,2055.0,32612.0,65.19,32273.0
6617.0,321.0,0.0,5080.0,1251.0,2078.0,32972.0,65.69,32800.0
6638.0,327.0,0.0,4989.0,1589.0,2169.0,33324.0,65.69,33266.0
6519.0,327.0,0.0,4701.0,1857.0,2403.0,33231.0,65.19,33296.0
6184.0,326.0,0.0,3677.0,1803.0,2703.0,31978.0,62.5,32176.0
5663.0,340.0,0.0,2786.0,1960.0,2657.0,31260.0,60.0,31637.0
5596.0,341.0,6.0,2500.0,2032.0,2369.0,31222.0,60.3,31624.0
5627.0,348.0,235.0,2876.0,2220.0,2059.0,31366.0,61.26,31843.0
5736.0,350.0,55.0,2647.0,1967.0,1730.0,31000.0,62.0,31470.0
5666.0,349.0,51.0,2614.0,1408.0,1333.0,30573.0,61.26,31001.0
5898.0,342.0,40.0,3195.0,664.0,747.0,30462.0,62.51,30699.0
6214.0,344.0,0.0,3639.0,301.0,316.0,30760.0,64.5,30782.0
6243.0,346.0,24.0,3295.0,165.0,196.0,29962.0,65.0,30287.0
5414.0,349.0,52.0,2858.0,96.0,173.0,27516.0,64.1,27989.0
5844.0,393.0,47.0,777.0,759.0,545.0,29689.0,60.25,30958.0
5002.0,341.0,370.0,800.0,750.0,560.0,28011.0,51.59,28949.0
4386.0,344.0,841.0,692.0,748.0,547.0,26421.0,48.5,27271.0
4484.0,343.0,1111.0,761.0,671.0,550.0,25404.0,48.2,26100.0
4285.0,344.0,1067.0,768.0,653.0,546.0,24868.0,46.84,25435.0
4296.0,333.0,1081.0,625.0,591.0,467.0,24439.0,46.52,24819.0
4202.0,320.0,1103.0,626.0,464.0,444.0,24249.0,46.73,24391.0
4245.0,321.0,970.0,812.0,506.0,630.0,24543.0,45.6,24482.0
4598.0,318.0,351.0,1216.0,1158.0,1476.0,26278.0,48.5,26460.0
4757.0,317.0,195.0,1167.0,3080.0,2753.0,28473.0,51.31,29377.0
4986.0,319.0,93.0,1558.0,4362.0,3972.0,30361.0,60.89,31520.0
5138.0,317.0,0.0,2812.0,4864.0,4759.0,31351.0,63.31,32373.0
5403.0,315.0,0.0,3290.0,5146.0,5216.0,31865.0,64.31,32991.0
5535.0,323.0,0.0,3567.0,5271.0,5302.0,32380.0,65.28,33510.0
5665.0,314.0,0.0,3219.0,5300.0,5256.0,32073.0,63.31,33256.0
5525.0,313.0,0.0,2884.0,5231.0,5131.0,31521.0,60.6,32363.0
5519.0,320.0,0.0,2445.0,5053.0,4957.0,30959.0,57.1,31464.0
5659.0,321.0,0.0,1976.0,4732.0,4637.0,30751.0,54.02,31160.0
5570.0,321.0,0.0,1712.0,4244.0,4076.0,30545.0,54.61,30868.0
5637.0,319.0,0.0,1446.0,3519.0,3157.0,30453.0,56.5,30702.0
5613.0,313.0,0.0,1473.0,2385.0,2015.0,30320.0,60.83,30479.0
5809.0,314.0,0.0,1816.0,1241.0,1107.0,30352.0,63.31,30531.0
6028.0,311.0,0.0,2374.0,883.0,767.0,30602.0,63.6,30644.0
5735.0,301.0,0.0,1770.0,829.0,652.0,29031.0,60.6,29780.0
6527.0,364.0,142.0,1692.0,174.0,88.0,27314.0,63.29,27606.0
6001.0,358.0,194.0,726.0,84.0,80.0,25428.0,54.07,25737.0
5252.0,352.0,241.0,575.0,45.0,171.0,24269.0,49.25,24489.0
4804.0,343.0,248.0,571.0,21.0,82.0,23592.0,49.0,23732.0
4670.0,335.0,258.0,742.0,21.0,88.0,23264.0,49.0,23468.0
4746.0,336.0,296.0,893.0,19.0,54.0,23514.0,49.5,23550.0
5088.0,332.0,148.0,1141.0,19.0,33.0,24715.0,57.17,24869.0
5085.0,343.0,24.0,1325.0,62.0,120.0,25945.0,63.0,26176.0
6164.0,378.0,0.0,1456.0,499.0,674.0,28215.0,64.0,28043.0
6702.0,380.0,0.0,2789.0,1388.0,1639.0,30447.0,67.1,30357.0
6838.0,382.0,0.0,3220.0,2610.0,2865.0,31867.0,67.8,31898.0
6907.0,385.0,0.0,3410.0,3476.0,3775.0,32762.0,68.46,32935.0
6868.0,385.0,0.0,3730.0,3774.0,4374.0,33499.0,68.46,33802.0
7110.0,390.0,0.0,3686.0,3940.0,4538.0,34277.0,68.58,34616.0
6890.0,211.0,0.0,2837.0,4086.0,4426.0,33925.0,67.0,34403.0
6706.0,234.0,0.0,2193.0,4086.0,4137.0,33215.0,65.48,33806.0
6480.0,293.0,3.0,1770.0,3851.0,3811.0,32957.0,65.0,33785.0
5975.0,295.0,13.0,1599.0,3451.0,3358.0,32791.0,65.25,33627.0
6097.0,294.0,115.0,1312.0,2991.0,2798.0,32381.0,64.18,33316.0
6276.0,285.0,136.0,1395.0,2209.0,2007.0,31763.0,64.18,32604.0
6698.0,295.0,12.0,1862.0,1089.0,1042.0,31369.0,64.36,31831.0
7235.0,293.0,0.0,2702.0,474.0,405.0,32318.0,67.7,32578.0
7160.0,302.0,0.0,2957.0,337.0,238.0,31465.0,66.25,31738.0
6811.0,311.0,0.0,1909.0,327.0,233.0,29354.0,62.47,29705.0
4932.0,298.0,10.0,1298.0,406.0,296.0,25485.0,59.1,25270.0
4597.0,293.0,56.0,846.0,311.0,310.0,24041.0,58.8,23853.0
4305.0,290.0,56.0,643.0,248.0,266.0,23035.0,57.75,22842.0
4284.0,290.0,56.0,689.0,175.0,200.0,22574.0,57.0,22390.0
4347.0,279.0,56.0,696.0,82.0,155.0,22353.0,56.5,22247.0
4424.0,280.0,56.0,728.0,71.0,57.0,22500.0,56.15,22435.0
4561.0,279.0,56.0,1378.0,70.0,26.0,23709.0,58.81,23822.0
5037.0,294.0,5.0,2409.0,66.0,74.0,25986.0,59.31,25900.0
5399.0,370.0,1.0,2550.0,255.0,398.0,27308.0,58.81,26989.0
5363.0,401.0,6.0,3031.0,1286.0,1221.0,28511.0,60.2,28526.0
5310.0,405.0,55.0,2871.0,3052.0,2477.0,29526.0,60.1,29887.0
5377.0,412.0,55.0,2448.0,4174.0,3774.0,30172.0,58.98,30573.0
5129.0,415.0,50.0,2553.0,4594.0,4369.0,30794.0,60.0,31063.0
5144.0,416.0,50.0,1854.0,4755.0,4616.0,30996.0,58.81,31297.0
5351.0,421.0,51.0,740.0,4694.0,4666.0,30165.0,57.0,30375.0
5489.0,413.0,55.0,396.0,4573.0,4562.0,29339.0,50.01,29622.0
5579.0,404.0,55.0,402.0,4379.0,4201.0,29108.0,49.28,29339.0
5396.0,415.0,148.0,427.0,3993.0,3717.0,29063.0,49.0,29222.0
4906.0,414.0,384.0,453.0,3378.0,2995.0,28929.0,48.06,29076.0
5252.0,419.0,427.0,494.0,2137.0,1979.0,28812.0,48.26,28897.0
5718.0,425.0,126.0,1174.0,950.0,987.0,29707.0,53.13,29995.0
5920.0,423.0,1.0,2294.0,630.0,459.0,30720.0,59.31,30822.0
5637.0,420.0,1.0,1415.0,546.0,542.0,28452.0,52.96,28186.0
5157.0,419.0,1.0,981.0,467.0,510.0,26391.0,49.46,26095.0
4847.0,237.0,385.0,723.0,47.0,83.0,22716.0,50.52,22590.0
4710.0,232.0,388.0,540.0,61.0,46.0,21508.0,44.97,21258.0
4740.0,234.0,645.0,573.0,61.0,34.0,20517.0,41.0,20351.0
4839.0,235.0,803.0,529.0,62.0,37.0,19889.0,39.58,19755.0
4647.0,226.0,838.0,523.0,63.0,46.0,19679.0,39.5,19416.0
4734.0,218.0,923.0,578.0,63.0,56.0,19687.0,39.67,19285.0
4999.0,218.0,1026.0,503.0,50.0,46.0,19894.0,40.53,19580.0
5056.0,214.0,952.0,524.0,43.0,27.0,20465.0,41.6,20148.0
4919.0,217.0,881.0,442.0,81.0,96.0,20556.0,41.0,20304.0
5404.0,210.0,641.0,728.0,485.0,450.0,22105.0,46.3,21633.0
5531.0,215.0,212.0,1221.0,961.0,941.0,23613.0,50.0,23061.0
5452.0,221.0,192.0,1708.0,1319.0,1568.0,24398.0,50.1,23737.0
5352.0,207.0,192.0,1802.0,1607.0,1852.0,24590.0,50.0,24023.0
5330.0,218.0,192.0,1423.0,1752.0,1897.0,24835.0,50.0,24374.0
5316.0,218.0,199.0,1151.0,1842.0,1873.0,24612.0,49.02,24277.0
4876.0,218.0,382.0,942.0,1702.0,1644.0,23419.0,44.86,23132.0
4527.0,219.0,578.0,687.0,1515.0,1353.0,22640.0,41.74,22422.0
4635.0,219.0,638.0,616.0,1301.0,953.0,22320.0,42.58,22261.0
5210.0,219.0,689.0,1068.0,661.0,512.0,22364.0,44.47,22575.0
5390.0,219.0,335.0,2195.0,185.0,181.0,23695.0,50.73,23863.0
5659.0,218.0,0.0,3621.0,62.0,44.0,26209.0,61.0,26790.0
5938.0,217.0,0.0,3719.0,42.0,35.0,26549.0,61.74,27176.0
5914.0,209.0,209.0,2613.0,37.0,19.0,25316.0,57.5,25936.0
5749.0,209.0,382.0,2073.0,37.0,17.0,23878.0,50.1,24141.0
5609.0,360.0,565.0,2199.0,113.0,29.0,24381.0,59.76,24182.0
5159.0,350.0,564.0,822.0,112.0,28.0,22893.0,55.2,22781.0
4702.0,350.0,564.0,474.0,113.0,32.0,22075.0,52.38,22066.0
4341.0,350.0,563.0,482.0,111.0,45.0,21842.0,49.23,21718.0
4788.0,340.0,563.0,494.0,111.0,62.0,21791.0,49.23,21720.0
4889.0,347.0,562.0,433.0,111.0,59.0,22324.0,50.0,22256.0
5641.0,348.0,532.0,1293.0,87.0,39.0,24449.0,56.7,24401.0
6289.0,364.0,73.0,3470.0,80.0,86.0,28071.0,61.6,27920.0
6520.0,396.0,1.0,4242.0,424.0,504.0,29861.0,62.01,29854.0
6467.0,395.0,3.0,4530.0,1555.0,1474.0,30776.0,64.02,30760.0
6353.0,391.0,2.0,4382.0,2910.0,2949.0,31185.0,63.12,31144.0
6052.0,337.0,190.0,4567.0,3767.0,3849.0,31456.0,61.6,31175.0
6520.0,399.0,190.0,4301.0,3923.0,4009.0,31365.0,60.69,31350.0
6801.0,397.0,190.0,3970.0,3884.0,4039.0,31190.0,60.69,31335.0
6782.0,390.0,190.0,3198.0,3854.0,3877.0,30148.0,59.02,30016.0
6602.0,399.0,190.0,3151.0,3640.0,3462.0,29498.0,58.69,29392.0
6714.0,388.0,190.0,3291.0,2995.0,2625.0,29371.0,59.48,29135.0
7025.0,397.0,190.0,4490.0,1494.0,1480.0,29805.0,62.1,29616.0
8094.0,400.0,190.0,5777.0,616.0,625.0,32090.0,66.19,31856.0
8468.0,405.0,29.0,6040.0,342.0,285.0,33005.0,68.7,32856.0
8477.0,398.0,1.0,6133.0,204.0,120.0,33113.0,68.95,32961.0
7803.0,401.0,1.0,5774.0,123.0,58.0,31765.0,66.5,31847.0
6851.0,409.0,1.0,4430.0,123.0,35.0,29001.0,62.1,28911.0
6082.0,413.0,1.0,2497.0,123.0,22.0,26294.0,58.51,26189.0
7021.0,380.0,103.0,1086.0,26.0,18.0,27101.0,63.38,27077.0
5775.0,364.0,392.0,415.0,26.0,5.0,24978.0,53.01,25094.0
5610.0,352.0,1237.0,275.0,26.0,0.0,23823.0,48.94,23885.0
5422.0,354.0,1589.0,259.0,26.0,2.0,23326.0,48.42,23269.0
5361.0,362.0,1595.0,345.0,26.0,2.0,23255.0,48.26,23209.0
5698.0,353.0,1481.0,383.0,26.0,2.0,23840.0,48.42,23794.0
6196.0,359.0,354.0,461.0,28.0,2.0,26334.0,53.7,26290.0
7998.0,392.0,6.0,1586.0,44.0,1.0,30785.0,65.83,30757.0
9523.0,400.0,14.0,2346.0,55.0,75.0,33336.0,69.6,33525.0
10209.0,411.0,0.0,2590.0,364.0,438.0,34086.0,69.69,34327.0
10293.0,415.0,160.0,2917.0,1005.0,886.0,34384.0,70.0,34704.0
10556.0,420.0,4.0,2470.0,1565.0,1408.0,34031.0,68.69,34458.0
10502.0,421.0,0.0,2372.0,1929.0,1931.0,33722.0,67.3,34024.0
10440.0,415.0,14.0,2042.0,1966.0,2065.0,33378.0,66.83,33723.0
10266.0,419.0,43.0,1600.0,1722.0,2074.0,32263.0,64.94,32552.0
10508.0,418.0,0.0,1494.0,1392.0,1710.0,31675.0,63.44,31988.0
10677.0,423.0,0.0,1779.0,885.0,1025.0,31605.0,65.0,31813.0
10638.0,424.0,0.0,2905.0,275.0,400.0,32516.0,68.0,32703.0
10722.0,425.0,0.0,4340.0,65.0,178.0,34576.0,70.98,34823.0
10792.0,424.0,0.0,4468.0,49.0,21.0,34865.0,70.98,35125.0
10641.0,425.0,0.0,4430.0,38.0,0.0,34640.0,70.69,34983.0
10390.0,422.0,0.0,3686.0,27.0,0.0,33695.0,69.03,34233.0
9939.0,424.0,0.0,2238.0,27.0,41.0,31602.0,63.89,32032.0
8304.0,411.0,0.0,1574.0,25.0,53.0,29266.0,58.1,29551.0
5312.0,405.0,471.0,2076.0,84.0,44.0,24884.0,56.6,24745.0
4862.0,394.0,564.0,1142.0,83.0,62.0,23385.0,56.0,23121.0
4535.0,392.0,592.0,651.0,83.0,34.0,22479.0,53.1,22301.0
4452.0,391.0,618.0,700.0,81.0,29.0,22121.0,49.23,21872.0
4582.0,383.0,628.0,737.0,79.0,26.0,22000.0,48.54,21861.0
4772.0,389.0,589.0,637.0,82.0,25.0,22412.0,49.23,22408.0
5347.0,388.0,281.0,1307.0,81.0,25.0,24666.0,54.7,24553.0
5448.0,401.0,1.0,3649.0,78.0,45.0,28283.0,56.7,28339.0
5460.0,403.0,1.0,4757.0,296.0,422.0,30181.0,57.01,30169.0
5301.0,410.0,1.0,5043.0,1210.0,1310.0,31044.0,59.01,30983.0
5216.0,400.0,1.0,4913.0,2343.0,2667.0,31568.0,58.1,31634.0
5157.0,415.0,1.0,4148.0,3326.0,3550.0,31573.0,56.82,31710.0
5132.0,414.0,1.0,3866.0,3650.0,3751.0,31547.0,57.01,31799.0
5065.0,416.0,1.0,3235.0,3677.0,3836.0,31286.0,58.39,31738.0
4912.0,421.0,1.0,2033.0,3610.0,3697.0,30144.0,56.76,30573.0
4736.0,416.0,1.0,1402.0,3409.0,3301.0,29296.0,56.0,29708.0
4772.0,430.0,1.0,1564.0,2697.0,2471.0,28900.0,55.2,29251.0
4900.0,430.0,83.0,3092.0,1280.0,1393.0,29393.0,53.0,29667.0
4772.0,425.0,2.0,4352.0,452.0,489.0,31892.0,57.26,31993.0
4799.0,432.0,1.0,4667.0,201.0,134.0,32582.0,58.48,32734.0
4890.0,434.0,1.0,4119.0,166.0,98.0,32278.0,57.01,32299.0
4827.0,426.0,1.0,3277.0,118.0,93.0,31137.0,58.02,31200.0
